productId,productName,variantId,sku,size,price,soldOut,unlimited,quantity,categories,subscription,url
689e562ea40cd758ae24c21f,Cashmere Plum,b91bd396-86cd-4975-afc0-b68d177d5e3f,SQ1574344,10oz,35,false,true,,fall,,https://www.thecandlegarden.co/shop/p/autumn-evening-candle-soy-fall-jacksonville-ls3le
689e562ea40cd758ae24c21f,Cashmere Plum,d869de70-b244-408b-8ed0-3955fb0008f8,SQ4242655,18oz,42,false,true,,fall,,https://www.thecandlegarden.co/shop/p/autumn-evening-candle-soy-fall-jacksonville-ls3le
689e02693c93b1074ad4e9ae,Cashmere Pumpkin,43bfc875-448d-468c-96c8-e20f64ef9682,SQ7832667,10oz,35,false,true,,fall,,https://www.thecandlegarden.co/shop/p/cashmere-pumpkin-soy-candle-fall-autumn
689e02693c93b1074ad4e9ae,Cashmere Pumpkin,bfd9e3e0-fb6b-47f4-9d98-828c0c74b315,SQ1028711,18oz,42,false,true,,fall,,https://www.thecandlegarden.co/shop/p/cashmere-pumpkin-soy-candle-fall-autumn
65fd8faf6b87b67fd11cd873,Conrad New York Downtown Signature Candle,a1235cd9-5b18-42f0-925f-56294c1cdd98,SQ8111919,16oz,45,true,false,0,classic,,https://www.thecandlegarden.co/shop/p/conrad-new-york-downtown-signature-candle
698625c1ed96482fd6f97ccb,Fruit Loops,d3089658-d947-4273-b379-a45c0dfcf1c5,SQ6081050,10oz,35,false,true,,classic,,https://www.thecandlegarden.co/shop/p/fruit-loop-soy-candle-the-candle-garden
698625c1ed96482fd6f97ccb,Fruit Loops,4153917c-8178-4984-97c0-296cdf6fcae7,SQ8064425,18oz,42,false,true,,classic,,https://www.thecandlegarden.co/shop/p/fruit-loop-soy-candle-the-candle-garden
65fd8e7d0f8af918b3add37d,Grapefruit Spice,2f6c781c-e8f2-4a77-b859-399d3009759e,SQ4521097,10oz,35,false,true,,classic,,https://www.thecandlegarden.co/shop/p/grapefruit-spice
65fd8e7d0f8af918b3add37d,Grapefruit Spice,4da1ed8e-8d94-4573-a568-d8d80a65c0c1,SQ9420531,18oz,42,false,true,,classic,,https://www.thecandlegarden.co/shop/p/grapefruit-spice
689e50fea373d378a28013f9,Honey Butter,ce46e967-5fe8-408e-bf3d-ba67a935459e,SQ4070736,10oz,35,false,true,,fall,,https://www.thecandlegarden.co/shop/p/honey-butter-candle-soy-fall-jacksonville
689e50fea373d378a28013f9,Honey Butter,3c91544a-659e-460b-af61-f17f57580128,SQ2028212,18oz,42,false,true,,fall,,https://www.thecandlegarden.co/shop/p/honey-butter-candle-soy-fall-jacksonville
65fd8c62aa1d0858f5af58fc,Jax Beach,5b805f90-03e4-450e-9d45-c30659fed82b,SQ8108355,10oz,35,false,true,,classic,,https://www.thecandlegarden.co/shop/p/jax-beach
65fd8c62aa1d0858f5af58fc,Jax Beach,efcd45bd-0c06-460d-b34d-9d7640038636,SQ6788843,18oz,42,false,true,,classic,,https://www.thecandlegarden.co/shop/p/jax-beach
6a6125089cde1476698a7cef,Lemon,bd4698fe-93c1-449c-9a5f-cffec875a54d,SQ7041220,18oz,36,false,false,10,summer,,https://www.thecandlegarden.co/shop/p/seabreeze-summer-soy-candle-the-candle-garden-candle-classes-jacksonville-7nhey-fhnd8-2cwh9
6a61213ef5a64b32716cab42,Mango Coconut Milk,2841a2bf-6ef9-4169-8e79-57d51b651486,SQ6201833,18oz,36,false,false,10,summer,,https://www.thecandlegarden.co/shop/p/mango-coconut-soy-candle-the-candle-garden-candle-classes-jacksonville-7nhey
6a6126b33b72f6309a9e15e0,Mango Gardenia,eba42812-cf7b-40b2-a7ef-3a62baa008fd,SQ6804435,18oz,36,false,false,10,summer,,https://www.thecandlegarden.co/shop/p/seabreeze-summer-soy-candle-the-candle-garden-candle-classes-jacksonville-7nhey-fhnd8-2cwh9-k2glg
65faf809b85f1d19a61c835f,Neptune Beach,37a0126d-fe8b-49ee-b95d-f50823351818,SQ2855813,10oz,35,false,true,,classic,,https://www.thecandlegarden.co/shop/p/neptune-beach-soy-candle
65faf809b85f1d19a61c835f,Neptune Beach,ff1400e9-e336-4f4e-b312-6e40c1f5bc09,SQ4588060,18oz,42,false,true,,classic,,https://www.thecandlegarden.co/shop/p/neptune-beach-soy-candle
6a61285bd70b8331af26a035,Pineapple,65b0a4a1-b47d-459c-b5a0-f1cfdb4f4b01,SQ2566137,18oz,36,false,false,8,summer,,https://www.thecandlegarden.co/shop/p/seabreeze-summer-soy-candle-the-candle-garden-candle-classes-jacksonville-7nhey-fhnd8-2cwh9-k2glg-7j6jp
65fd810c0f8af918b3adcd09,Ponte Vedra,77ca5710-1a45-4f02-bc58-0daf9742e3c0,SQ2908128,10oz,35,false,true,,classic,,https://www.thecandlegarden.co/shop/p/ponte-vedra
65fd810c0f8af918b3adcd09,Ponte Vedra,a3c3fb1c-ca75-4be0-ab65-e9b8f9e3afef,SQ3648730,18oz,42,false,true,,classic,,https://www.thecandlegarden.co/shop/p/ponte-vedra
66da65cb4ece901587b2266b,Pumpkin Chai,c26877d6-3136-4cfa-9a9e-8e15b6e491ba,SQ2801011,10oz,35,false,true,,fall,,https://www.thecandlegarden.co/shop/p/mediterranean-fig-soy-candle-cg68j
66da65cb4ece901587b2266b,Pumpkin Chai,e9ad14a4-f91d-412d-bec7-bf16374b3b88,SQ5073425,18oz,42,false,true,,fall,,https://www.thecandlegarden.co/shop/p/mediterranean-fig-soy-candle-cg68j
6a61243444fa9c2a266034f0,Seabreeze,cca1ee38-87d4-4714-a463-1d213ae1e763,SQ1383184,18oz,36,false,false,10,summer,,https://www.thecandlegarden.co/shop/p/seabreeze-summer-soy-candle-the-candle-garden-candle-classes-jacksonville-7nhey-fhnd8
679afc5295c73d498dbd92b8,Six Month Candle Subscription,2d5d54f8-17b4-4123-b9ff-7f891f3fb92a,SQ5226321,,29,false,true,,subscription,1 month x6,https://www.thecandlegarden.co/shop/p/candlesubscription-box
679aef77dd4a13259b697e22,Three Month Candle Subscription,5a4eb0f2-596d-4298-b4f2-604e86a4cb0c,SQ7451090,,30,false,true,,subscription,1 month x3,https://www.thecandlegarden.co/shop/p/three-month-candle-subscription
67e2ee805aa0cc72ac4264f7,Tomato Vine,d469cb27-4252-4a6b-9a54-dbf23d34aca9,SQ3401054,10oz,34,false,true,,classic,,https://www.thecandlegarden.co/shop/p/tomato-vine-garden-soy-candle-the-candle-garden
67e2ee805aa0cc72ac4264f7,Tomato Vine,2e24e141-1214-4715-9323-646183c5224f,SQ7812411,18oz,39,false,true,,classic,,https://www.thecandlegarden.co/shop/p/tomato-vine-garden-soy-candle-the-candle-garden
